job_title,job_category,client_name,fee,description
美容商材単品通販のLP制作,ランディングページ（LP）制作,umeumeumeume,"50,000円~100,000円 / 固定",■ 依頼の目的・背景美容商材の単品通販LPを制作していただける方を募集しております。LPの原稿等はございますので、その通りにデザインをしていただけましたら幸いです。よろしくお願いします！■ ターゲット像・10代・20代・30代・40代・50代・女性・その他■ ページ数1ページ■ スマホ対応の有無スマートフォン用のサイトのみ■ 参考URL...
【定番】【HTML・CSS・JavaScript】不動産売却のマッチングプラットフォーム開発におけるマークアップエンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週4日･5日",弊社が運営する不動産同時査定サービスにおいて、フロントエンドの開発を担当していただきます。フロントエンドエンジニアは、企画、デザイナー、サーバーサイドエンジニアとともに、優れたユーザー体験を提供できるようように設計・開発・実装に携わります。
【注目】【PHP】【Laravel】【CakePHP】コンテンツ事業部におけるサーバーサイドエンジニアを募集,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~700,000円 / 月 週5日",メディア事業とコンテンツ事業の2本の柱で事業展開を行うデジタルメディア・コンテンツ開発企業です。コンテンツ事業部にて受託もしくは自社開発事業のサーバーサイドエンジニアの業務を担当していただきます。
【注目】【フロントエンド】【Vue.js】コンテンツ事業部におけるフロントエンド業務,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~600,000円 / 月 週5日",メディア事業とコンテンツ事業の2本の柱で事業展開を行うデジタルメディア・コンテンツ開発企業です。コンテンツ事業部にて受託もしくは自社開発事業のフロントエンドの業務を担当していただきます。
【定番】【PHP】自社運用型広告管理プラットフォーム保守,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~780,000円 / 月 週5日",地方の中小・ベンチャー企業や個人商店を救うためのサービスを提供しています。【業務】運用型広告の統合管理プラットフォーム開発、保守【勤務時間】9:30–18:00
【PHP】基盤システムの開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日",小売業向けの基盤システムの開発
【定番】【PHP】ARアプリのデモ開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~850,000円 / 月 週5日",案件概要　：観光情報提供サービスの実証実験に伴うデモアプリ開発のブリッジ業務。作業内容　：デモアプリ開発における、管理システムやサーバサイドAPIの上流工程および、開発ベンダ（ベトナム）コントロールおよび成果物チェックを行います。作業場所　：品川(10：00 ～ 19：00)
【PHP】基盤システムの開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日",小売業向けの基盤システムの開発
Node.jsサイト開発のディレクターアシスタント【フルリモート、時間指定なし】,ランディングページ（LP）制作,ウヤマドットコーヒー (Oochang),¥ 10万 〜 20万,本人確認が必要秘密保持確認が必要Webエンジニア東京都
【東京都日野市】週５日 C#/C++のエンジニア募集,ランディングページ（LP）制作,アセンブル (assemble),¥ 60万 〜 70万,本人確認が必要秘密保持確認が必要Webエンジニア東京都
【定番】【Node.js】自社サービスのサーバーサイドエンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週3日･4日･5日",自社サービスの新機能設計・開発および機能改善に携わっていただきます。【業務詳細】・自社サービスのAPI、Webアプリケーションの設計、開発・企画やカスタマーサポートチームの業務を支援するツールの設計、開発・APIサーバー新規開発
【定番】【WEBデザイナー】ヘルスケア商品 ECサイトのWEBデザイン業務,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~/ 月 週3日･4日･5日",女性向け無添加ヘアケア商品を自社ECサイトで販売している企業様で、WEBデザイン制作をメインで担っていただきます。※実装だけでなく、上流部分から携われるWEBデザイナーの方大募集です
